CustomerID,Age,Gender,Location,TenureMonths,MonthlyCharges,TotalCharges,ContractType,InternetService,TechSupport,OnlineBackup,DeviceProtection,SatisfactionScore,SupportTickets,Churn
325,29,M,West,14,75.56,1057.88,Month-to-month,Fiber optic,No,Yes,Yes,5,3,0
326,26,F,South,5,71.46,357.32,Month-to-month,No,Yes,No,No,2,3,1
327,62,M,Central,5,61.49,307.43,Month-to-month,Fiber optic,No,Yes,No,4,5,0
328,56,M,West,57,62.72,3574.95,Month-to-month,Fiber optic,Yes,Yes,No,3,2,0
329,54,F,East,29,86.9,2520.05,Month-to-month,No,No,Yes,No,3,3,1
330,54,M,North,24,39.16,939.92,1 year,Fiber optic,No,Yes,Yes,4,0,0
331,44,M,East,6,80.79,484.76,2 year,DSL,No,Yes,No,3,5,0
332,31,M,West,3,22.77,68.32,2 year,No,No,No,No,3,0,0
333,46,F,East,41,53.68,2200.97,Month-to-month,DSL,No,Yes,No,5,0,0
334,34,F,East,1,95.21,95.21,1 year,DSL,No,Yes,No,3,0,1
335,59,M,West,10,71.02,710.17,2 year,DSL,No,No,No,4,3,0
336,42,M,South,7,55.67,389.67,2 year,DSL,No,No,No,1,2,1
337,32,F,Central,17,83.31,1416.21,Month-to-month,Fiber optic,Yes,Yes,No,3,5,0
338,40,M,North,6,76.9,461.41,Month-to-month,DSL,No,No,No,4,1,1
339,51,M,Central,8,76.09,608.74,2 year,Fiber optic,Yes,Yes,No,3,4,0
340,36,F,North,38,60.97,2316.97,2 year,DSL,No,No,No,2,3,0
341,32,F,Central,19,84.2,1599.78,1 year,DSL,No,No,Yes,5,2,0
342,48,F,East,4,52.12,208.49,Month-to-month,Fiber optic,Yes,Yes,No,1,2,1
343,48,M,South,26,51.18,1330.58,1 year,DSL,No,No,No,3,4,1
344,37,M,East,5,102.49,512.43,Month-to-month,DSL,No,Yes,No,4,0,1
345,37,M,South,12,55.0,660.02,Month-to-month,Fiber optic,No,No,Yes,1,3,0
346,48,M,West,21,24.36,511.63,Month-to-month,Fiber optic,No,No,No,3,4,0
347,23,F,North,7,86.25,603.75,Month-to-month,No,No,Yes,Yes,2,2,1
348,23,M,North,10,92.23,922.26,Month-to-month,No,Yes,Yes,No,4,1,0
349,34,M,West,27,60.28,1627.69,Month-to-month,DSL,No,No,No,5,5,0
350,41,F,Central,56,23.11,1294.27,Month-to-month,DSL,No,No,No,3,1,0
351,49,F,West,16,63.9,1022.33,Month-to-month,DSL,No,Yes,No,4,2,0
352,67,M,West,1,106.45,106.45,Month-to-month,No,Yes,Yes,No,3,5,0
353,57,F,South,9,69.05,621.46,Month-to-month,Fiber optic,No,No,No,5,1,0
354,42,F,West,11,80.39,884.26,Month-to-month,No,No,No,No,2,0,1
355,44,M,North,9,81.54,733.83,Month-to-month,DSL,No,Yes,No,5,0,0
356,29,M,East,12,84.43,1013.11,Month-to-month,DSL,No,No,No,5,4,0
357,44,M,South,21,102.25,2147.26,Month-to-month,DSL,No,No,No,5,4,0
358,40,M,South,3,86.6,259.81,Month-to-month,Fiber optic,No,No,No,1,0,1
359,49,F,Central,7,63.39,443.7,2 year,DSL,No,No,No,4,3,0
360,32,F,East,15,42.68,640.24,1 year,Fiber optic,No,No,No,3,3,0
361,52,M,South,8,73.59,588.75,2 year,Fiber optic,No,Yes,No,2,1,0
362,67,M,West,95,61.13,5807.44,1 year,DSL,No,No,No,3,2,0
363,43,F,South,12,79.34,952.03,2 year,Fiber optic,No,No,Yes,1,1,1
364,51,M,South,41,47.74,1957.45,Month-to-month,Fiber optic,No,Yes,No,2,4,1
365,55,M,South,46,58.99,2713.44,1 year,No,No,No,No,1,1,1
366,38,M,Central,37,65.22,2413.26,1 year,No,No,No,No,3,1,0
367,48,M,South,1,46.22,46.22,2 year,DSL,No,No,No,2,3,1
368,45,F,South,60,65.8,3947.83,Month-to-month,No,Yes,No,No,3,0,1
369,46,M,Central,3,80.74,242.21,2 year,No,No,No,No,4,1,0
370,33,F,East,1,103.2,103.2,1 year,DSL,Yes,No,No,1,4,0
371,45,M,North,11,50.29,553.23,1 year,No,No,No,Yes,4,4,1
372,52,M,Central,5,83.12,415.58,2 year,Fiber optic,No,No,Yes,4,1,0
373,66,F,Central,5,25.44,127.2,2 year,DSL,No,No,No,3,6,1
374,59,M,South,7,64.85,453.94,1 year,Fiber optic,No,No,No,3,2,0
375,77,F,South,6,66.41,398.48,Month-to-month,No,Yes,Yes,Yes,5,1,0
376,33,M,North,24,81.28,1950.81,Month-to-month,No,No,No,Yes,5,2,0
377,58,M,South,5,54.61,273.03,Month-to-month,DSL,Yes,Yes,No,2,3,1
378,47,M,West,16,69.9,1118.32,Month-to-month,DSL,No,No,No,3,3,0
379,77,M,South,86,87.17,7496.48,Month-to-month,No,Yes,Yes,No,1,2,1
380,32,M,South,12,42.46,509.47,1 year,No,No,No,No,3,1,0
381,32,F,West,21,25.83,542.42,2 year,Fiber optic,No,No,No,3,1,0
382,36,F,North,70,86.59,6061.33,Month-to-month,No,No,No,Yes,4,2,1
383,18,M,West,3,45.05,135.15,1 year,Fiber optic,Yes,Yes,No,4,3,1
384,37,M,Central,11,74.14,815.53,Month-to-month,DSL,Yes,Yes,Yes,5,3,0
385,33,F,West,38,104.0,3952.07,2 year,Fiber optic,No,No,No,2,2,0
386,47,F,East,54,81.73,4413.29,Month-to-month,Fiber optic,No,No,No,2,4,1
387,50,M,Central,19,45.57,865.89,1 year,Fiber optic,No,Yes,No,3,1,1
388,73,M,South,4,35.76,143.02,2 year,DSL,Yes,No,Yes,1,2,1
389,59,F,Central,47,49.43,2323.24,Month-to-month,DSL,No,Yes,No,4,2,0
390,36,M,North,4,68.46,273.83,1 year,Fiber optic,No,No,Yes,1,2,1
391,31,F,North,9,60.0,540.02,2 year,No,No,No,No,4,2,0
392,52,M,West,10,92.24,922.37,Month-to-month,No,No,Yes,No,3,1,0
393,25,F,Central,12,78.34,940.11,2 year,No,No,Yes,No,2,1,0
394,72,F,South,32,50.39,1612.39,2 year,DSL,Yes,No,No,3,2,0
395,62,M,North,33,81.92,2703.4,Month-to-month,DSL,Yes,Yes,No,4,3,1
396,37,F,South,26,95.13,2473.34,Month-to-month,Fiber optic,No,No,No,2,3,1
397,19,M,East,1,58.7,58.7,1 year,Fiber optic,No,No,No,1,2,0
398,65,M,North,17,74.59,1268.06,2 year,No,No,Yes,No,1,1,1
399,43,M,West,28,47.51,1330.24,Month-to-month,Fiber optic,Yes,No,No,5,2,0
400,63,M,East,12,62.17,745.98,1 year,No,No,Yes,Yes,1,6,1
401,21,F,Central,58,47.16,2735.27,Month-to-month,Fiber optic,No,Yes,Yes,5,2,0
402,36,M,South,35,89.79,3142.5,2 year,Fiber optic,No,No,No,2,4,1
403,45,M,North,21,54.96,1154.25,1 year,Fiber optic,Yes,No,Yes,3,5,0
404,45,M,East,2,73.8,147.6,1 year,No,Yes,No,No,3,2,0
405,38,M,East,22,77.7,1709.51,1 year,DSL,No,Yes,No,2,0,1
406,54,F,North,49,127.18,6231.9,2 year,Fiber optic,Yes,No,No,2,2,0
407,28,M,Central,10,59.69,596.85,Month-to-month,DSL,No,No,No,4,6,0
408,42,F,Central,37,49.46,1829.91,2 year,No,Yes,No,Yes,1,2,1
409,46,F,West,8,63.56,508.44,Month-to-month,DSL,No,No,No,1,4,1
410,52,F,Central,17,47.99,815.82,1 year,Fiber optic,No,Yes,No,1,1,1
411,55,M,West,21,55.25,1160.26,2 year,Fiber optic,No,No,No,5,2,0
412,28,M,East,23,79.55,1829.61,Month-to-month,No,No,No,No,1,1,1
413,21,M,North,43,51.57,2217.35,2 year,DSL,No,Yes,No,4,2,0
414,64,M,Central,6,76.24,457.44,1 year,No,No,No,No,3,3,0
415,49,F,West,7,76.93,538.5,2 year,DSL,No,Yes,No,3,2,0
416,33,F,East,25,69.99,1749.69,Month-to-month,Fiber optic,Yes,No,No,5,2,0
417,68,M,Central,4,78.39,313.56,Month-to-month,DSL,No,No,No,4,1,0
418,46,M,South,13,59.11,768.46,2 year,DSL,Yes,Yes,Yes,2,4,0
419,62,M,East,1,24.95,24.95,2 year,Fiber optic,No,Yes,No,3,5,0
420,46,M,Central,4,66.19,264.74,Month-to-month,No,No,No,Yes,4,0,1
421,75,M,East,23,66.57,1531.01,2 year,DSL,No,No,No,2,2,0
422,71,M,North,28,57.6,1612.71,1 year,DSL,No,No,No,5,3,0
423,41,M,North,3,77.96,233.87,2 year,Fiber optic,No,Yes,No,1,2,1
424,59,F,North,6,80.29,481.72,1 year,Fiber optic,No,No,No,4,0,0
425,54,F,South,3,69.36,208.09,Month-to-month,DSL,No,Yes,No,3,4,1
426,65,F,North,12,66.97,803.67,Month-to-month,DSL,No,No,Yes,5,6,0
427,30,F,South,3,89.38,268.13,2 year,Fiber optic,No,No,Yes,4,3,1
428,55,M,North,12,43.52,522.24,Month-to-month,Fiber optic,No,No,No,5,1,0
429,60,M,East,27,58.37,1576.06,2 year,DSL,No,Yes,Yes,2,0,0
430,18,M,Central,24,84.96,2038.95,2 year,No,No,No,No,4,1,1
431,27,M,Central,7,75.72,530.01,Month-to-month,Fiber optic,No,No,Yes,1,4,1
432,18,M,North,23,60.3,1386.89,1 year,DSL,No,No,No,2,1,0
433,40,F,Central,53,72.81,3859.01,1 year,Fiber optic,Yes,No,No,1,3,0
434,55,M,North,9,54.04,486.32,1 year,DSL,No,No,Yes,5,1,1
435,67,F,North,8,68.23,545.8,Month-to-month,DSL,No,No,Yes,1,0,1
436,46,M,West,17,78.76,1338.94,2 year,Fiber optic,No,Yes,No,2,1,1
437,69,F,West,6,90.84,545.02,1 year,DSL,No,No,Yes,2,3,1
438,24,M,West,22,78.22,1720.8,2 year,Fiber optic,No,No,No,2,3,0
439,19,F,South,36,92.27,3321.81,1 year,Fiber optic,Yes,Yes,Yes,5,1,0
440,44,M,West,13,36.15,469.91,Month-to-month,DSL,No,Yes,Yes,3,2,1
441,50,M,North,23,20.75,477.15,1 year,DSL,No,No,No,5,0,0
442,44,M,East,22,21.35,469.72,2 year,No,No,Yes,No,2,0,0
443,18,M,West,1,87.32,87.32,Month-to-month,Fiber optic,No,No,No,5,0,1
444,43,F,West,5,77.07,385.37,2 year,No,No,No,No,4,0,0
445,25,M,East,45,50.63,2278.52,Month-to-month,Fiber optic,No,Yes,No,4,1,0
446,55,F,North,56,57.3,3208.92,2 year,Fiber optic,No,Yes,No,3,1,0
447,50,M,South,31,71.73,2223.62,2 year,DSL,No,Yes,Yes,5,1,0
448,30,F,West,51,50.53,2577.23,2 year,DSL,No,Yes,No,5,5,0
449,37,M,East,8,48.66,389.25,Month-to-month,No,No,Yes,No,4,0,0
450,29,M,North,6,51.91,311.45,1 year,DSL,No,No,No,2,2,0
451,44,F,Central,10,50.19,501.9,2 year,Fiber optic,Yes,No,No,1,3,1
452,59,M,South,2,65.88,131.77,1 year,No,No,Yes,Yes,2,2,1
453,30,M,East,34,98.26,3340.87,1 year,Fiber optic,Yes,Yes,No,3,0,0
454,52,F,East,83,44.86,3723.2,2 year,Fiber optic,No,No,Yes,1,3,0
455,37,M,East,35,63.54,2223.74,1 year,DSL,No,No,Yes,2,5,1
456,33,F,West,17,74.21,1261.61,1 year,No,No,No,No,5,3,1
457,43,M,Central,7,75.71,529.98,Month-to-month,DSL,Yes,Yes,No,5,3,1
458,29,F,South,5,54.88,274.41,Month-to-month,DSL,Yes,No,No,4,2,1
459,36,F,North,10,77.37,773.74,2 year,DSL,No,Yes,No,5,4,0
460,27,F,North,22,73.4,1614.81,2 year,DSL,No,No,No,5,4,0
461,74,F,Central,12,55.97,671.7,Month-to-month,No,No,No,Yes,3,2,0
462,45,M,East,55,37.95,2087.0,2 year,Fiber optic,Yes,No,No,1,2,0
463,34,M,East,39,42.13,1643.21,Month-to-month,Fiber optic,No,No,Yes,2,4,1
464,48,F,East,3,79.92,239.75,Month-to-month,Fiber optic,No,No,No,2,5,1
465,43,M,East,3,93.54,280.62,Month-to-month,No,No,No,No,3,2,0
466,41,M,East,23,65.02,1495.35,2 year,DSL,Yes,Yes,Yes,1,2,0
467,54,M,Central,6,93.04,558.23,2 year,DSL,No,No,No,5,3,0
468,56,F,West,32,63.95,2046.48,1 year,Fiber optic,No,Yes,No,3,3,0
469,37,M,South,18,42.11,757.99,Month-to-month,Fiber optic,No,No,No,5,2,0
470,36,M,East,6,60.81,364.86,1 year,No,Yes,Yes,Yes,2,2,0
471,40,F,West,14,94.84,1327.72,2 year,Fiber optic,No,Yes,Yes,3,3,0
472,18,M,North,11,52.93,582.24,Month-to-month,DSL,No,No,Yes,3,3,1
473,22,F,Central,42,62.28,2615.8,Month-to-month,Fiber optic,No,No,Yes,3,3,0
474,65,F,West,1,88.71,88.71,1 year,DSL,Yes,Yes,No,2,3,1
475,69,F,East,46,87.34,4017.45,Month-to-month,DSL,Yes,No,No,2,1,1
476,41,M,East,22,71.12,1564.61,Month-to-month,No,No,No,No,4,3,0
477,53,M,East,27,75.69,2043.71,1 year,DSL,Yes,No,No,2,3,0
478,49,F,West,1,86.26,86.26,1 year,DSL,Yes,No,Yes,2,1,0
479,80,F,East,20,71.17,1423.42,2 year,DSL,No,Yes,No,5,2,0
480,61,F,West,18,90.61,1630.98,Month-to-month,No,Yes,Yes,No,2,0,0
481,43,F,East,16,78.44,1255.02,1 year,DSL,No,No,Yes,1,2,0
482,30,F,North,31,62.04,1923.3,Month-to-month,Fiber optic,No,No,No,5,4,0
483,20,F,North,17,73.69,1252.74,Month-to-month,DSL,No,No,No,4,1,0
484,48,M,South,39,57.29,2234.36,1 year,DSL,No,No,No,1,3,0
485,33,F,East,6,45.69,274.13,Month-to-month,No,No,Yes,Yes,4,2,0
486,23,F,East,33,42.17,1391.65,Month-to-month,Fiber optic,No,No,No,3,3,1
487,35,F,West,4,60.87,243.47,2 year,Fiber optic,No,Yes,No,3,0,1
488,28,M,West,34,71.26,2422.83,Month-to-month,No,Yes,No,No,3,3,1
489,70,M,East,57,101.02,5758.2,2 year,No,No,Yes,Yes,2,2,0
490,58,M,South,9,73.32,659.89,Month-to-month,DSL,No,No,No,2,1,0
491,44,M,East,16,68.83,1101.28,Month-to-month,Fiber optic,Yes,Yes,No,5,1,0
492,67,F,West,22,63.01,1386.16,Month-to-month,Fiber optic,No,No,No,1,4,1
493,46,M,East,2,57.85,115.71,Month-to-month,Fiber optic,Yes,No,No,1,6,1
494,32,F,West,14,67.62,946.61,2 year,DSL,No,No,No,3,2,0
495,67,F,East,9,59.48,535.36,1 year,Fiber optic,No,No,No,3,4,0
496,53,F,Central,42,58.5,2457.13,Month-to-month,No,No,No,No,2,3,0
497,29,F,West,42,81.42,3419.45,1 year,Fiber optic,No,No,No,4,3,0
498,42,F,South,25,46.85,1171.27,2 year,DSL,Yes,Yes,No,1,0,0
499,31,F,Central,22,60.0,1320.03,Month-to-month,DSL,No,No,No,1,2,1
500,24,M,East,27,51.25,1383.69,Month-to-month,DSL,Yes,No,No,4,1,0
501,58,M,West,10,67.35,673.52,Month-to-month,DSL,No,Yes,No,1,2,1
502,73,M,Central,11,82.08,902.83,2 year,DSL,Yes,No,No,1,1,0
503,24,M,South,17,72.0,1224.0,Month-to-month,No,Yes,Yes,Yes,2,3,1
504,53,M,West,56,60.58,3392.59,Month-to-month,No,No,Yes,Yes,1,2,1
505,35,F,Central,26,83.81,2179.0,1 year,Fiber optic,Yes,No,Yes,3,3,0
506,37,M,Central,17,82.65,1405.12,1 year,Fiber optic,No,No,No,3,1,0
507,36,M,Central,30,65.79,1973.7,2 year,No,No,No,Yes,5,3,0
508,32,M,North,10,96.86,968.6,Month-to-month,DSL,No,No,Yes,2,3,1
509,45,F,East,27,73.39,1981.47,1 year,No,Yes,No,No,2,2,1
510,32,F,West,11,72.85,801.33,2 year,DSL,No,No,Yes,3,5,0
511,49,F,West,7,40.95,286.63,Month-to-month,Fiber optic,No,No,No,2,1,0
512,44,M,West,19,31.33,595.2,Month-to-month,DSL,Yes,No,Yes,2,1,1
513,41,M,Central,24,66.27,1590.45,1 year,DSL,No,Yes,No,5,3,0
514,31,M,East,13,84.95,1104.29,2 year,DSL,No,No,No,4,1,0
515,36,M,South,17,71.57,1216.69,Month-to-month,No,Yes,Yes,Yes,1,2,1
516,56,M,West,24,84.02,2016.43,Month-to-month,DSL,No,No,No,5,1,1
517,52,F,East,30,56.73,1701.89,2 year,Fiber optic,No,No,No,4,2,0
518,30,M,East,46,66.65,3065.9,1 year,DSL,No,No,No,1,2,0
519,46,F,North,9,65.33,588.0,2 year,DSL,Yes,No,No,3,1,0
520,56,M,West,61,28.97,1767.18,2 year,DSL,No,No,No,4,2,0
521,19,F,Central,21,100.78,2116.35,Month-to-month,DSL,Yes,No,No,1,1,1
522,53,F,East,31,88.95,2757.49,2 year,DSL,Yes,No,No,5,1,0
523,35,F,East,25,83.57,2089.22,Month-to-month,DSL,No,No,No,1,3,1
524,53,F,South,5,90.7,453.49,2 year,DSL,Yes,Yes,No,2,1,1
525,33,M,North,2,55.66,111.32,2 year,DSL,No,No,Yes,1,2,0
526,18,M,East,26,80.92,2103.8,1 year,Fiber optic,Yes,No,No,3,2,0
527,20,M,East,15,55.62,834.23,1 year,DSL,Yes,No,No,5,1,0
528,45,F,Central,25,67.96,1699.0,Month-to-month,DSL,Yes,No,No,4,3,0
529,48,M,Central,13,30.16,392.02,Month-to-month,Fiber optic,No,Yes,No,1,0,1
530,31,M,South,8,62.02,496.19,Month-to-month,No,No,No,No,5,3,0
531,54,M,South,7,34.39,240.76,2 year,Fiber optic,No,No,No,3,2,0
532,20,M,South,27,39.92,1077.77,Month-to-month,Fiber optic,No,No,No,4,2,1
533,44,F,Central,7,63.93,447.48,Month-to-month,DSL,Yes,No,Yes,1,2,1
534,26,F,Central,26,50.85,1321.98,2 year,Fiber optic,Yes,Yes,No,3,2,0
535,35,M,North,10,71.78,717.79,Month-to-month,DSL,No,No,Yes,2,2,1
536,45,M,West,30,98.5,2954.97,2 year,DSL,Yes,No,Yes,5,0,0
537,32,M,West,4,52.57,210.26,Month-to-month,Fiber optic,Yes,No,No,5,4,1
538,39,F,North,5,59.7,298.52,Month-to-month,No,Yes,No,No,1,2,1
539,60,F,West,24,78.29,1878.97,Month-to-month,Fiber optic,No,Yes,No,3,2,0
540,36,F,Central,17,51.6,877.23,2 year,DSL,No,No,No,4,6,0
541,57,M,West,5,50.69,253.46,Month-to-month,No,No,Yes,No,4,3,1
542,28,F,Central,47,56.11,2637.22,Month-to-month,DSL,No,No,No,4,2,1
543,52,F,North,7,82.62,578.32,1 year,No,No,Yes,No,4,6,1
544,66,F,South,11,29.64,325.99,2 year,No,No,Yes,No,1,3,1
545,18,F,North,5,48.05,240.25,Month-to-month,No,Yes,Yes,No,1,1,0
546,33,F,West,10,95.62,956.18,1 year,Fiber optic,Yes,No,Yes,5,1,0
547,53,M,Central,14,20.0,280.0,1 year,DSL,No,No,No,3,2,0
548,41,M,West,7,62.45,437.17,1 year,No,Yes,No,No,2,4,1
549,50,M,West,30,95.6,2867.96,Month-to-month,No,Yes,Yes,No,1,2,0
550,35,M,South,11,103.2,1135.2,Month-to-month,No,Yes,Yes,No,4,2,0
551,46,F,West,27,80.99,2186.65,Month-to-month,No,Yes,No,No,2,1,1
552,42,M,South,5,88.44,442.18,1 year,DSL,Yes,No,No,5,4,0
553,62,M,Central,10,46.03,460.28,Month-to-month,Fiber optic,No,No,No,4,2,0
554,48,M,Central,1,47.67,47.67,1 year,Fiber optic,Yes,No,No,3,1,1
555,50,F,South,29,99.28,2879.22,Month-to-month,Fiber optic,No,No,No,2,1,0
556,38,M,North,20,59.72,1194.46,Month-to-month,Fiber optic,No,Yes,No,5,1,0
557,37,F,Central,35,27.46,961.05,1 year,Fiber optic,No,No,No,1,6,1
558,38,F,North,13,73.37,953.79,2 year,Fiber optic,No,Yes,No,3,4,0
559,50,F,Central,33,61.18,2018.94,1 year,Fiber optic,No,No,No,4,2,0
560,38,M,Central,21,66.62,1399.08,Month-to-month,No,Yes,No,No,2,3,0
561,49,F,East,1,20.0,20.0,Month-to-month,Fiber optic,No,No,No,5,1,0
562,76,M,West,6,20.0,120.0,1 year,Fiber optic,No,No,Yes,2,2,0
563,58,M,West,14,71.05,994.72,1 year,DSL,No,No,No,3,2,0
564,40,M,North,20,58.94,1178.75,1 year,No,No,No,No,1,3,1
565,63,F,West,2,55.86,111.73,Month-to-month,Fiber optic,No,No,No,1,2,1
566,38,F,North,25,72.81,1820.24,2 year,Fiber optic,No,No,No,3,4,0
567,18,M,Central,16,49.42,790.76,2 year,Fiber optic,No,No,No,4,1,0
568,29,F,East,15,59.69,895.37,Month-to-month,Fiber optic,No,No,No,2,5,1
569,18,F,East,7,56.02,392.17,1 year,Fiber optic,No,No,Yes,4,0,0
570,39,F,Central,19,82.71,1571.47,Month-to-month,DSL,No,No,No,5,2,0
571,45,M,South,1,27.42,27.42,Month-to-month,No,Yes,No,No,4,1,0
572,70,F,South,2,52.05,104.11,Month-to-month,DSL,No,Yes,Yes,3,2,1
573,49,F,West,27,86.8,2343.47,1 year,DSL,No,No,No,1,1,1
574,41,M,North,8,48.26,386.06,Month-to-month,Fiber optic,Yes,Yes,No,3,1,0
575,57,F,East,9,67.4,606.59,2 year,DSL,No,No,No,3,0,0
576,18,M,West,5,98.39,491.94,Month-to-month,DSL,No,No,No,2,4,1
577,48,F,Central,12,68.17,818.01,Month-to-month,DSL,No,No,No,3,2,0
578,56,F,East,2,107.81,215.62,Month-to-month,No,No,Yes,No,5,4,1
579,22,F,North,8,93.0,743.98,1 year,Fiber optic,No,No,No,2,1,1
580,62,F,North,15,51.97,779.5,Month-to-month,No,No,No,No,2,6,1
581,50,F,South,13,39.72,516.35,Month-to-month,No,Yes,No,No,4,4,1
582,38,F,West,161,52.92,8520.38,Month-to-month,Fiber optic,Yes,No,No,3,5,0
583,54,M,Central,10,72.6,726.01,Month-to-month,Fiber optic,No,No,No,4,0,0
584,79,F,East,10,71.93,719.25,Month-to-month,Fiber optic,No,Yes,No,4,4,0
585,47,F,North,15,78.29,1174.36,Month-to-month,DSL,No,No,No,2,2,1
586,48,F,East,5,46.49,232.46,Month-to-month,Fiber optic,Yes,Yes,Yes,4,4,1
587,38,M,Central,42,49.43,2076.23,1 year,Fiber optic,Yes,No,No,4,2,0
588,32,M,East,17,76.17,1294.9,Month-to-month,No,No,No,No,2,1,0
589,57,M,West,5,104.82,524.09,1 year,Fiber optic,No,No,No,2,4,1
590,32,F,South,32,43.06,1377.95,Month-to-month,Fiber optic,No,Yes,No,1,4,1
591,46,F,East,1,63.55,63.55,Month-to-month,No,No,Yes,No,3,0,1
592,37,M,South,81,57.8,4682.1,2 year,No,Yes,No,No,1,0,0
593,52,M,Central,41,67.91,2784.21,1 year,Fiber optic,Yes,No,Yes,2,1,0
594,50,M,South,18,41.06,739.0,2 year,Fiber optic,No,No,Yes,5,1,0
595,60,F,East,3,66.76,200.29,Month-to-month,DSL,Yes,No,Yes,4,1,0
596,37,M,East,5,89.42,447.08,2 year,No,Yes,No,No,4,2,0
597,40,F,North,7,32.52,227.64,1 year,No,Yes,No,Yes,2,0,1
598,30,F,East,6,84.92,509.52,2 year,Fiber optic,No,Yes,No,4,0,0
599,38,F,South,14,41.1,575.43,2 year,DSL,Yes,Yes,No,1,5,0
600,50,M,North,58,70.16,4069.45,Month-to-month,DSL,No,Yes,No,4,3,0
601,56,F,East,12,74.78,897.31,Month-to-month,No,No,Yes,No,5,4,1
602,31,M,East,22,72.5,1595.08,1 year,DSL,Yes,No,No,3,3,0
603,58,M,Central,24,58.33,1399.93,Month-to-month,DSL,No,No,Yes,1,1,1
604,65,M,North,42,78.25,3286.49,2 year,Fiber optic,Yes,No,No,3,2,0
605,51,M,Central,1,39.86,39.86,Month-to-month,Fiber optic,Yes,No,No,3,1,0
606,73,F,Central,11,83.29,916.21,2 year,DSL,No,No,No,5,1,0
607,33,F,Central,31,55.7,1726.68,Month-to-month,Fiber optic,No,No,No,5,2,0
608,26,F,West,34,71.44,2428.96,Month-to-month,DSL,No,No,Yes,5,2,0
609,18,F,Central,53,57.97,3072.49,2 year,Fiber optic,Yes,No,No,5,2,0
610,67,M,South,25,95.64,2391.05,Month-to-month,No,Yes,Yes,Yes,1,3,1
611,54,M,East,6,73.77,442.64,Month-to-month,Fiber optic,No,Yes,No,5,3,0
612,44,M,West,15,78.05,1170.82,Month-to-month,No,Yes,No,No,1,1,1
613,49,M,Central,1,80.75,80.75,2 year,DSL,No,No,No,4,1,1
614,28,F,East,21,60.18,1263.78,1 year,Fiber optic,Yes,No,No,3,1,0
615,80,M,North,17,70.79,1203.35,2 year,Fiber optic,No,No,No,4,2,0
616,46,F,North,22,68.31,1502.73,1 year,No,No,No,Yes,4,2,0
617,46,M,East,54,77.9,4206.49,Month-to-month,Fiber optic,No,Yes,No,2,2,1
618,55,M,South,24,56.09,1346.11,Month-to-month,Fiber optic,No,Yes,No,4,2,0
619,52,M,East,8,50.87,406.95,Month-to-month,Fiber optic,Yes,No,No,4,2,0
620,48,M,East,5,88.64,443.18,1 year,DSL,No,No,No,2,0,1
621,33,F,West,39,80.73,3148.64,1 year,Fiber optic,No,Yes,No,4,0,0
622,52,F,North,5,48.21,241.06,Month-to-month,No,Yes,No,Yes,2,1,1
623,73,F,North,4,103.04,412.18,Month-to-month,No,Yes,No,Yes,1,1,1
624,65,F,Central,5,53.57,267.86,Month-to-month,No,Yes,No,No,3,1,0
625,68,M,East,15,67.37,1010.59,Month-to-month,Fiber optic,Yes,Yes,No,5,1,0
626,37,M,East,3,88.37,265.12,Month-to-month,No,No,Yes,Yes,4,3,1
627,30,F,South,56,88.18,4938.25,Month-to-month,DSL,No,No,No,1,6,1
628,43,F,North,68,50.89,3460.57,Month-to-month,No,No,No,No,3,2,0
629,45,M,South,73,75.34,5500.17,2 year,DSL,No,No,No,1,1,1
630,61,M,West,1,58.8,58.8,Month-to-month,Fiber optic,No,No,Yes,2,0,1
631,19,F,Central,59,73.39,4330.08,2 year,No,No,Yes,No,1,0,1
632,67,F,South,120,62.49,7498.4,Month-to-month,DSL,No,Yes,No,4,2,1
633,42,F,North,58,56.94,3302.8,1 year,No,No,Yes,No,4,2,1
634,38,M,West,23,45.75,1052.31,Month-to-month,Fiber optic,Yes,Yes,No,5,3,0
635,29,F,East,25,88.7,2217.59,1 year,No,No,Yes,Yes,5,3,0
636,20,F,West,3,50.12,150.37,Month-to-month,Fiber optic,No,No,No,4,4,1
637,57,F,South,42,94.37,3963.43,Month-to-month,Fiber optic,No,No,No,1,4,1
638,46,F,North,2,59.12,118.25,2 year,DSL,No,No,Yes,4,2,0
639,25,F,South,8,74.69,597.54,1 year,DSL,No,No,No,1,1,1
640,25,M,East,95,95.79,9099.58,Month-to-month,DSL,No,No,Yes,4,1,0
641,39,F,East,11,56.39,620.27,Month-to-month,DSL,Yes,Yes,No,3,3,0
642,70,M,North,3,74.44,223.31,Month-to-month,Fiber optic,Yes,No,No,1,3,1
643,41,F,Central,70,74.88,5241.65,1 year,DSL,No,Yes,No,2,0,0
644,22,F,West,83,51.67,4288.49,1 year,Fiber optic,No,No,No,2,0,1
645,41,F,West,5,69.45,347.23,Month-to-month,DSL,Yes,Yes,No,5,0,0
646,40,M,East,41,79.9,3275.73,Month-to-month,Fiber optic,No,Yes,No,3,1,0
647,18,M,South,10,99.02,990.19,Month-to-month,Fiber optic,No,Yes,Yes,2,2,1
648,44,M,South,10,56.7,567.02,Month-to-month,No,No,No,No,4,3,0
649,41,F,Central,7,71.92,503.42,1 year,Fiber optic,No,No,No,2,1,0
650,55,F,South,1,62.46,62.46,1 year,DSL,No,Yes,No,4,3,0
651,72,M,West,7,68.87,482.07,1 year,Fiber optic,No,No,No,3,3,0
